row,Source,Year,Date,WBType,WaterBody,State,Mean_x,Mean_y,SiteName,SiteCode,SiteHist,BS_Pres,CStatus,cOccu,PointType
26,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/12/2022,StreamRiver,Crooked River,ME,357337,4900566.667,CROOKN,CROOKN,Dirt on pole set,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
63,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/12/2022,LakePond,Mosquito Pond,ME,356552.5,4906748.5,MOSQPD,MOSQPD-01,R3 separated by R1 and R2 by old beaver dam,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
64,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/12/2022,LakePond,Mosquito Pond,ME,356591,4906800,MOSQPD,MOSQPD-02,R3 separated by R1 and R2 by old beaver dam,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
11,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/15/2022,StreamRiver,Buck Meadow Brook,ME,350872.8333,4869437.333,BUCKBR,BUCKBR,Dammed culvert (beavers) forming large wetland,Current,Present,1,Mean center point of eDNA sample replicates collected at this location
65,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/15/2022,LakePond,Mud Pond,ME,358925,4865722,MUDNO,MUDNO-01,R3 is at outlet of pond (not on map),No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
66,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/15/2022,LakePond,Mud Pond,ME,358926,4865646,MUDNO,MUDNO-02,R3 is at outlet of pond (not on map),Current,Present,1,Mean center point of eDNA sample replicates collected at this location
67,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/15/2022,LakePond,Mud Pond,ME,358894,4865593,MUDNO,MUDNO-03,R3 is at outlet of pond (not on map),No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
108,University of Maine Bridle Shiner Surveys 2021-2022,2022,8/15/2022,StreamRiver,Shepards River,ME,345341.5,4866438.667,SHEPR,SHEPR,Beaver dam ~1 mile downstream at next road crossing,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
235,"M. Carpenter, NHFGD, written communication, 7 February 2023",2022,8/23/2022,StreamRiver,Exeter River,NH,320960.998,4759832.376,20220823-1430-BS-Exeter River-Chester-DIPNET,20220823-1430-BS-Exeter River-Chester-DIPNET,NA,Historically present in river,Present,1,GPS survey coordinates
236,"M. Carpenter, NHFGD, written communication, 7 February 2023",2022,8/26/2022,LakePond,Long Pond,NH,319112.227,4790394.941,20220826-1030-BS-Long Pond-Northwood-DIPNET,20220826-1030-BS-Long Pond-Northwood-DIPNET,NA,No historical record of occupancy,Absent,0,GPS survey coordinates
237,"M. Carpenter, NHFGD, written communication, 7 February 2023",2022,9/14/2022,StreamRiver,Lamprey River,NH,341924.0617,4772629.187,20220914-1330-BS-Lamprey River-Newmarket-DIPNET,20220914-1330-BS-Lamprey River-Newmarket-DIPNET,NA,Historically present in river,Absent,0,GPS survey coordinates
18,University of Maine Bridle Shiner Surveys 2021-2022,2022,9/28/2022,StreamRiver,Chandler Brook,ME,401966.3333,4862414.333,CHANBR,CHANBR,"Dark water, steep banks",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
33,University of Maine Bridle Shiner Surveys 2021-2022,2022,9/28/2022,StreamRiver,Eddy Brook,ME,393682,4868006.667,EDDYBR,EDDYBR,Light rain.  Very shallow pool with deep mud: likely result of beavers.,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
81,University of Maine Bridle Shiner Surveys 2021-2022,2022,9/28/2022,StreamRiver,Piscataqua River,ME,395384.6667,4845115,PISCDN,PISCDN,Tadpoles at R2.  Fallen [maple] leaves in water.,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
82,University of Maine Bridle Shiner Surveys 2021-2022,2022,9/28/2022,StreamRiver,Piscataqua River,ME,394820.5,4850479,PISCUP,PISCUP-01,Water level low: beaver dam upstream of culvert blocking water,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
83,University of Maine Bridle Shiner Surveys 2021-2022,2022,9/28/2022,StreamRiver,Piscataqua River,ME,394877,4850524,PISCUP,PISCUP-02,Water level low: beaver dam upstream of culvert blocking water,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
74,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/2/2022,LakePond,Snake Pond,ME,378903.3333,4846580.667,OTTER-01,OTTER-01,Shared control with OTTER-02. Mallards present.,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
75,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/2/2022,LakePond,Half Moon Pond,ME,378313.3333,4846655,OTTER-02,OTTER-02,"Many frogs, big tadpoles.  Milky, cloudy water.",No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
109,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/2/2022,LakePond,Sokokis Lake,ME,356130.5,4839975.333,SOKOLK-01,SOKOLK-01,Windy,Historically present in waterbody,Absent,0,Mean center point of eDNA sample replicates collected at this location
110,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/2/2022,LakePond,Sokokis Lake,ME,354658.3333,4841389.167,SOKOLK-02,SOKOLK-02,Windy: hard to target sampling areas with canoe being blown around,Historically present in waterbody,Absent,0,Mean center point of eDNA sample replicates collected at this location
22,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/5/2022,StreamRiver,Tenny River,ME,382589.5,4867343.5,CRESLK-01,CRESLK-01-01,Sampled both sides of culvert,Historically present in waterbody,Present,1,Mean center point of eDNA sample replicates collected at this location
23,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/5/2022,LakePond,Crescent Lake,ME,382630,4867352,CRESLK-01,CRESLK-01-02,Sampled both sides of culvert,Historically present in waterbody,Absent,0,Mean center point of eDNA sample replicates collected at this location
24,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/5/2022,LakePond,Crescent Lake,ME,383800,4869378.667,CRESLK-02,CRESLK-02,Beaver dam upstream in scrub-shrub area.,Historically present in waterbody,Present,1,Mean center point of eDNA sample replicates collected at this location
25,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/5/2022,LakePond,Crescent Lake,ME,382680.3333,4871890.333,CRESLK-03,CRESLK-03,Sandy and shallow: patches of aquatic bed,Historically present in waterbody,Absent,0,Mean center point of eDNA sample replicates collected at this location
90,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/5/2022,LakePond,Middle Range Pond,ME,389396,4876975,RANGE-01,RANGE-01-01,Dark water,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
91,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/5/2022,StreamRiver,Unnamed brook,ME,389394,4877005.5,RANGE-01,RANGE-01-02,Dark water,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
92,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/5/2022,LakePond,Middle Range Pond,ME,388940.3333,4874365.667,RANGE-02,RANGE-02,Cloudy sky: hard to see in water,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
12,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/11/2022,StreamRiver,Buff Brook,ME,356583.6667,4828560.333,BUFFBR,BUFFBR,Road underwater: collapsed culvert.  Dark water.,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
68,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/11/2022,LakePond,Mud Pond,ME,348493.3333,4830536.333,MUDSO,MUDSO,Not that muddy compared to other ponds,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
94,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/11/2022,StreamRiver,Unnamed brook,ME,363811.3333,4826613,RIDGEB,RIDGEB,A small trickle.  No poles used to sample: too shallow/small.,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
117,University of Maine Bridle Shiner Surveys 2021-2022,2022,10/11/2022,LakePond,Symmes Pond,ME,348891,4834447.667,SYMMES-01,SYMMES,Beaver activity at outlet,No historical record of occupancy,Absent,0,Mean center point of eDNA sample replicates collected at this location
253,NHFGD 2015 SWG Report,9999,NA,LakePond,Canobie Lake,NH,315567.716,4740614.851,UNK-Canobie Lake-Salem/Windham,UNK-Canobie Lake-Salem/Windham,Extirpated due to loss of habitat from shoreline development.,Historically present in waterbody,Extirpated,0,Center of waterbody: no precise location known
254,NHFGD 2015 SWG Report,9999,NA,StreamRiver,Lamprey River,NH,326528,4767261.999,UNK-Lamprey River-Bunker Pond-Epping,UNK-Lamprey River-Bunker Pond-Epping,Bridle shiners were extirpated from the impoundment upstream of the Bunker Pond Dam after its removal in 2011. The river channel that formed in the accumulated sediment upstream of the dam was too shallow to support aquatic vegetation. A remnant bridle s,Historically present in vicinity of coordinates,Extirpated,0,Digitized coordinates from 1992 aerial imagery (Google Earth)
255,NHFGD 2015 SWG Report,9999,NA,LakePond,Lower Suncook Lake,NH,316473.6902,4804417.925,UNK-Lower Suncook Lake-Barnstead,UNK-Lower Suncook Lake-Barnstead,"Presumed extirpated. The Suncook Lakes have a long history of intensive milfoil control, drawdowns, and aquatic vegetation loss from shoreline development.",Historically present in waterbody,Presumed extirpated,0,Center of waterbody: no precise location known
256,NHFGD 2015 SWG Report,9999,NA,StreamRiver,Oyster River,NH,343760.0002,4777090,UNK-Oyster River-Mill Pond-Durham,UNK-Oyster River-Mill Pond-Durham,"The bridle shiner population in Mill Pond, an impoundment on the Oyster River, was studied extensively by Harrington (1947). The population appears to have been extirpated from the pond, possibly during the construction of a fish ladder, which required d",Historically present in vicinity of coordinates,Presumed extirpated,0,Point in approximate center of impoundment: exact location unknown
257,NHFGD 2015 SWG Report,9999,NA,LakePond,Pleasant Lake,NH,316352.6662,4784452.9,UNK-Pleasant Lake-Deerfield,UNK-Pleasant Lake-Deerfield,Extirpated due to loss of habitat from shoreline development.,Historically present in waterbody,Extirpated,0,Center of waterbody: no precise location known
258,NHFGD 2015 SWG Report,9999,NA,LakePond,Shadow Lake,NH,316939.3695,4743138.063,UNK-Shadow Lake-Salem/Windham,UNK-Shadow Lake-Salem/Windham,Extirpated due to loss of habitat from shoreline development.,Historically present in waterbody,Extirpated,0,Center of waterbody: no precise location known
259,NHFGD 2015 SWG Report,9999,NA,LakePond,Wheelwright Pond,NH,336471.3274,4778033.15,UNK-Wheelwright Pond-Lee,UNK-Wheelwright Pond-Lee,"Noted as present by Harrington (1947), bridle shiners appear to no longer exist in the pond. The cause of extirpation is unknown. Current habitat appears suitable for bridle shiners.",Historically present in waterbody,Presumed extirpated,0,Center of waterbody: no precise location known
260,NHFGD 2015 SWG Report,9999,NA,LakePond,Lake Winnipesaukee,NH,303341.9996,4835248,UNK-Winnipesaukee Lake-Fish Cove-Meredith,UNK-Winnipesaukee Lake-Fish Cove-Meredith,Presumed extirpated from Fish Cove. The cove has a long history of herbicide treatments to control variable milfoil,Historically present in vicinity of coordinates,Absent,0,Digitized coordinates: northern end of cove
261,NHFGD 2015 SWG Report,9999,NA,LakePond,Lake Winnisquam,NH,297443.3404,4823794.949,UNK-Winnisquam Lake-Sanbornton/Laconia/Belmont,UNK-Winnisquam Lake-Sanbornton/Laconia/Belmont,Extirpated due to loss of habitat from shoreline development.,Historically present in waterbody,Extirpated,0,Center of waterbody: no precise location known
